ANON_ID,group_index,original_code,q1,a1,q1_level,q2,a2,q2_level,q3,a3,q3_level
38,2,"int IsPalindrome(char *word) {
    int length = strlen(word);

    for (int i = 0; i < length; i++) {
        if (word[i] != word[(length-1) - i]) {
            return 0;
        }
    }

    return 1;
}","For the word ""abc"", what value does the expression `(length-1) - i` have when `i` is 1?","It has the value 1, because the length is 3 and `(3 - 1) - 1` equals 1.",Apply,What is the purpose of using `(length - 1) - i` as the second index in `word[i] != word[(length - 1) - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,What change to the loop condition would avoid checking the same character pairs twice while still correctly determining whether `word` is a palindrome?,"Change `i < length` to `i < length / 2`, because only the first half of the characters need to be compared with their matching characters from the end.",Create
39,2,"int IsPalindrome(char *word)
{
    int len = strlen(word);
    
    for (int i = 0; i<len/2; i++){

        if(word[i] != word[len-1-i]){

            return 0;
        }

    }
    return 1;
}","For a word with 7 characters, how many character-pair comparisons does the loop perform before it finishes if no mismatch is found?","It performs 3 comparisons, because integer division makes len/2 equal to 3.",Apply,What is the purpose of using `len - 1 - i` as the second index in `word[i] != word[len - 1 - i]`?,"It selects the character the same distance from the end of the string as `i` is from the beginning, so matching opposite characters can be compared.",Understand,What change should be made to the parameter declaration `char *word` to show that `IsPalindrome` does not modify the input string?,Change it to `const char *word`. This prevents the function from accidentally modifying the string and documents that it only reads the input.,Create
40,2,"int IsPalindrome(char* word)
{
	char temp[100];
	int len = strlen(word);
	for (int i = 0; i < len; i++) {
		temp[i] = word[len - 1 - i];
	}
	temp[len] = '\0';
	return (strcmp(temp, word) == 0);

}","If `len` is 5 and `i` is 1, which index of `word` is copied into `temp[i]` by `temp[i] = word[len - 1 - i]`?","Index 3 of `word` is copied, because `5 - 1 - 1` equals 3.",Apply,What is the purpose of using `word[len - 1 - i]` when assigning a character to `temp[i]`?,"It accesses characters from `word` starting at the last character and moving backward, so `temp` becomes the reverse of `word`.",Understand,What change should be made to prevent writing past the end of `temp` when `word` has 100 characters?,"Declare `temp` with 101 elements, such as `char temp[101];`, so there is space for the 100 characters and the terminating `\0`.",Create
41,2,"#include <stdio.h>
#include <string.h>

int IsPalindrome(char *word) {
    int L = strlen(word);
    
    for  (int i = 0; i<L/2; i++) {
        if (word[i] != word[L -1 -i]) {
            return 0;
        }
    }
    
    return 1;
}","For a word with length L, what index does the expression 'L - 1 - i' select when i is the current loop index?","It selects the character at the matching position from the end of the string: index L - 1 when i is 0, then moving left as i increases.",Apply,What is the purpose of using `L - 1 - i` as an index in `word[L - 1 - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,What change to the function parameter would prevent the function from allowing accidental modification of the input string while keeping its palindrome-checking behavior the same?,"Change `char *word` to `const char *word`, because the function only reads characters from the input string.",Create
42,2,"int IsPalindrome(char *word)
{
    size_t finalnum = strlen(word);
    int end = finalnum;
    for (int i = 0; i < finalnum; i++) {
        if (word[i] != word[end-1-i]) {
            return 0;
        }
    }
    return 1;
}","If `word` points to the string ""noon"", which indices are compared during the first iteration of the `for` loop?","The code compares `word[0]` and `word[3]`, because `i` is 0 and `end - 1 - i` is 4 - 1 - 0 = 3.",Apply,What is the purpose of using `end - 1 - i` as the second index in `word[end - 1 - i]`?,"It accesses the character the same distance from the end of the string as `word[i]` is from the beginning, so the function can compare matching positions from opposite ends.",Understand,What change should be made to the `for` loop condition to avoid comparing character pairs more than once while still correctly checking whether `word` is a palindrome?,"Change `i < finalnum` to `i < finalnum / 2`, because only the first half of the characters need to be compared with their matching characters from the end.",Create
43,2,"int IsPalindrome(char *word)
{
   

   for (int i = 0; i<strlen(word); i++){
    if (word[i] != word[strlen(word)-1-i]){
        return 0;
    }
   }
   return 1;

}","If `word` is ""abc"", what value does the expression `strlen(word)-1-i` have when `i` is 1?","It has the value 1, so `word[i]` is compared with the character at the same index.",Apply,What is the purpose of using `strlen(word) - 1 - i` as the second index in the `if` condition?,It accesses the character at the matching position from the end of the string so it can be compared with the character at index `i` from the beginning.,Understand,What change to the loop condition would make this function more runtime efficient while still checking whether `word` is a palindrome?,"Change the condition to `i < strlen(word) / 2`, because only the first half of the characters need to be compared with their matching characters from the end.",Create
44,2,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    for (int i=0; i<length; i++) {
        if (word[i]!= word[length-i-1]) {
            return 0;
        }
    }
    return 1;
}","For the word ""noon"", what value does the expression `length - i - 1` have when `i` is 1, and which character index does it select?","It has the value 2, so it selects character index 2, the matching character from the right side of the word.",Apply,What is the purpose of using the index 'length - i - 1' when accessing 'word[length - i - 1]'?,It accesses the character at the matching position from the end of the string so it can be compared with the character at index i from the beginning.,Understand,What change should be made to the loop condition `i < length` to avoid checking the same character pairs twice?,"Change it to `i < length / 2`, because only the first half of the string needs to be compared with the matching characters from the end.",Create
45,2,"int IsPalindrome(char *word)
{
    int i;
    int length = strlen(word);
    
    for (i = 0; i < length/2; i++) {
        if (word[i] != word[length - 1 - i]) {
            return 0;
        }
    }
    return 1;
}","For a word with length 7, what is the largest value of `i` used in `word[length - 1 - i]` before the loop stops?","The largest value of `i` is 2, because the loop continues while `i < 7/2`, and integer division makes `7/2` equal to 3.",Apply,What is the purpose of using `length - 1 - i` as the second index in `word[length - 1 - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,What change should be made to the declaration of the parameter `char *word` to indicate that `IsPalindrome` does not modify the input string?,Change it to `const char *word`. This prevents the function from accidentally changing the characters in the input string.,Create
46,2,"int IsPalindrome(char* word)
{
	int length = strlen(word)-1;

	for (int i = 0; i <= length / 2; i++) {

		if (word[i] != word[length - i]) {

			return 0;
		}
	}

	return 1;

}","For the string ""abc"", what value is used as the index in `word[length - i]` during the first loop iteration?","The index is 2, because `length` is `strlen(""abc"") - 1`, which is 2, and `i` is 0.",Apply,What is the purpose of using `length - i` as the index in `word[length - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,What change should be made to the loop condition `i <= length / 2` to avoid comparing the middle character of an odd-length word with itself?,Change it to `i < length / 2`. The middle character does not need to be compared because it always matches itself.,Create
47,2,"int IsPalindrome(char *word)
{
   int length;
	for (int i = 0; word[i] != '\0'; i++) {
		length = i;
	   }
	   if (length%2 == 0) {
		   for (int i = 0; i <= length/2; i++) {
			   if (word[i] != word[length - i]) {
				   return 0;
			   }
		   }
		return 1;	   
   }
				   
		else {
			for (int i = 0; i <= (length-1)/2; i++) {
			   if (word[i] != word[length - i]) {
				   return 0;
			   }		
			}
		return 1; 
		    
	}
}","For the input word ""noon"", what value does the variable length have after the first for loop finishes?","The value of length is 3, because i is assigned to the index of the last character before the null terminator.",Apply,What is the purpose of checking `word[i] != word[length - i]` inside the loops?,It compares a character near the beginning of the word with the corresponding character near the end to determine whether the word is a palindrome.,Understand,What necessary change should be made to the first loop's assignment `length = i;` so that `length` correctly represents the number of characters for the later comparisons?,"Change it to `length = i + 1;` (or use `strlen(word)`), because the final index `i` is one less than the string's character count.",Create
48,2,"int IsPalindrome(char *word)
{
	int length=(int)strlen(word);
	int i;
	for (i=0;i<(length/2);i++){
		if (word[i]!=word[length-1-i]){
			return 0;
		}
	}
	return 1;
}","If `length` is 7 and `i` is 2, which index does `word[length-1-i]` refer to in the comparison?","It refers to index 4, because `7 - 1 - 2` equals 4.",Apply,What is the purpose of using `length - 1 - i` as an index in `word[length - 1 - i]`?,It selects the character at the matching position from the end of the string so it can be compared with the character at index `i` from the beginning.,Understand,What change should be made to the parameter declaration `char *word` to show that `IsPalindrome` does not modify the input string?,Change it to `const char *word`. This prevents the function from changing the characters in the input string.,Create
49,3,"int IsPalindrome(char *word) {
    int left = 0;
    int right = strlen(word) - 1;

    while (left < right) {
        if (word[left] != word[right]) {
            return 0;  // not a palindrome
        }
        left++;
        right--;
    }

    return 1;  // is a palindrome
}","For the input string ""abcba"", what are the values of left and right when the while-loop condition first becomes false?",left is 2 and right is 2.,Apply,What change should be made to the declaration of the parameter `char *word` to show that `IsPalindrome` does not modify the input string?,Change it to `const char *word`. This prevents the function from modifying the characters in the input string.,Create,What is the purpose of the condition `left < right` in the `while` loop?,"It ensures the function compares only pairs of characters from opposite ends until the pointers meet or cross, avoiding unnecessary comparisons.",Understand
50,3,"int IsPalindrome(char *word)
{
    int left = 0;
    int right = strlen(word) - 1;

    while (left < right) {
        if (word[left] != word[right]) {
            return 0;
        }
        left++;
        right--;
    }
    return 1;
}","If `word` is ""abca"", what value does `IsPalindrome` return when it reaches `if (word[left] != word[right])` for the first mismatched pair?","It returns 0, because after the outer `a` characters match, `word[1]` is `b` and `word[2]` is `c`, which are not equal.",Apply,What necessary change should be made to the parameter declaration `char *word` to show that `IsPalindrome` does not modify the input string?,Change it to `const char *word`. This prevents the function from accidentally modifying the input string.,Create,What is the purpose of the condition `left < right` in the `while` loop?,"It ensures the function compares matching characters only until the two indexes meet or cross, so each pair is checked once.",Understand
51,3,"int IsPalindrome(char* word)
{
	int i = 0;
	int length = strlen(word);
	

	if (word[i] != word[length-1]) {
		return 0;
	}
	else if (word[i+1] != word[length-2]) {
		return 0;
	}
	else {
		return 1;
	}
}","For the input word ""abca"", what value does IsPalindrome return?","It returns 1, because the code compares only the first and last characters and the second and second-to-last characters, which both match.",Apply,What necessary change should be made to the two character comparisons so that IsPalindrome correctly checks palindromes longer than four characters?,"Replace the two fixed comparisons with a loop that compares matching characters from both ends of the word, moving inward until all pairs have been checked.",Create,What is the purpose of using `length - 1` as the index in `word[length - 1]`?,"It accesses the last character of the string, because string indices start at 0 while `strlen(word)` gives the number of characters.",Understand
52,3,"#include <stdio.h>
#include <string.h>

int IsPalindrome(char *word)
{
	int start = 0;
	int end = strlen(word) - 1;

	while (start < end) {
		if (word[start] != word[end]) {
			return 0;
		}
		start++;
		end--;
	}
	return 1;
}","For the input string ""abcba"", how many times does the `while (start < end)` loop body execute before the function returns?","The loop body executes 2 times, comparing the first and last characters, then the second and second-to-last characters.",Apply,What change should be made to the function parameter to show that IsPalindrome does not modify the input string?,"Change `char *word` to `const char *word`, because the function only reads characters from the string.",Create,What is the purpose of the condition `start < end` in the `while` loop?,It ensures the function compares only pairs of characters from opposite ends of the word and stops once the indices meet or cross.,Understand
53,3,"#include <stdbool.h>

int IsPalindrome(char *word)
{
    int stringLength = strlen(word);
    bool flag = true;
    int i = 0;
    while (flag && i < stringLength / 2) {
        if (word[i] != word[stringLength - 1 - i]) {
            flag = false;
        }
        i++;
    }
    
    if (flag) {
        return 1;
    }
    else {
        return 0;
    }
}","For the input word ""radar"", when i is 1, which two characters does the condition 'word[i] != word[stringLength - 1 - i]' compare?","It compares word[1] and word[3], which are both the character 'a'.",Apply,What single change could simplify the final `if (flag)` / `else` block without changing the function's behavior?,"Replace the entire final conditional block with `return flag;`, because `flag` already stores whether the word is a palindrome.",Create,What is the purpose of using `stringLength - 1 - i` as an index in the character comparison?,"It selects the character the same distance from the end of the string as `i` is from the beginning, so matching pairs can be compared.",Understand
54,3,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    for (int i = 0; i < length; i++) {
        if (word[i] != word[length - 1 - i]) {
            return 0;
        }
    }
    return 1;
}","For a word with length 5, what index does the expression `length - 1 - i` produce when `i` is 1?","It produces index 3, which is the character paired with the character at index 1 for comparison.",Apply,What change to the loop condition would avoid comparing the same character pairs twice while still correctly checking whether the word is a palindrome?,"Change the condition to `i < length / 2`, because only the first half of the characters need to be compared with their matching characters from the end.",Create,What is the purpose of using `length - 1 - i` as the second index in `word[length - 1 - i]`?,It selects the character at the matching position from the end of the string so it can be compared with the character at index `i` from the beginning.,Understand
55,3,"int IsPalindrome(char* word)
{
	int len = strlen(word);
	for (int i = 0; i < len/2; i++) {
		if (word[i] != word[len-i-1]) {
			return(0);
		}
	}
	return(1);
}","For a word with length 7, how many times can the loop body execute before the condition `i < len/2` becomes false?","The loop body can execute 3 times, because integer division makes `len/2` equal to 3.",Apply,What change should be made to the parameter type in `int IsPalindrome(char* word)` to show that the function does not modify the input string?,"Change `char* word` to `const char* word`, because the function only reads characters from the string.",Create,What is the purpose of using `word[len-i-1]` in the comparison with `word[i]`?,"It accesses the character the same distance from the end of the string as `word[i]` is from the beginning, so matching opposite characters can be checked.",Understand
56,3,"int IsPalindrome(char* word) {
	int count;
	count = 2;
	if (word[strlen(word)-1] != word[0]) {
		return 0; // check if last letter = first letter
	}
	for (int i = 1; i < strlen(word); i++) {
		if (word[i] != word[strlen(word) - count]) {
			return 0;
		}
		count++;
	}
	return 1;

}","If `word` is ""abcba"", which index does `word[strlen(word) - count]` refer to when the loop reaches `i = 2`?","It refers to index 2, because `count` has been incremented to 3 and `strlen(word) - count` is `5 - 3`.",Apply,What change should be made to the loop condition `i < strlen(word)` so the function does not compare characters past the middle of the string?,Change it to `i < strlen(word) / 2`. Only the first half of the characters need to be compared with their matching characters from the end.,Create,What is the purpose of using `strlen(word) - count` as the index in `word[strlen(word) - count]` inside the loop?,It selects characters from the end of the string moving backward so they can be compared with characters moving forward from the beginning.,Understand
57,3,"int IsPalindrome(char *word)
{
    int strlength = strlen(word);
    for(int i=0; i<=strlength;i++){
        if (word[i] != word[strlength-i-1]){
            return 0;
        }
    }
    return 1;
}","For the input string ""noon"", what is the value of `i` when the expression `word[strlength-i-1]` first accesses an index before the start of the string?","When `i` is 5, the expression accesses `word[-1]`, because `strlength` is 4 and `4 - 5 - 1` equals -2? Actually, it first happens when `i` is 4: `4 - 4 - 1` equals -1.",Apply,What should the loop condition `i <= strlength` be changed to so the function compares only matching character pairs without accessing invalid indices?,Change it to `i < strlength / 2`. This checks each pair once and avoids accessing `word[-1]`.,Create,What is the purpose of using `strlength - i - 1` as the second index in `word[i] != word[strlength-i-1]`?,"It selects the character the same distance from the end of the string as `word[i]` is from the beginning, so the function can compare matching positions from opposite ends.",Understand
58,3,"int IsPalindrome(char *word)
{
    int length = 0;
    while (word[length] != '\0')
        length++;

    int a = 0; // start of char array
    int b = length - 1; // length of char array

    while (a < b) {
        if (word[a] != word[b]) 
            return 0;
        a++;
        b--;
        }
            return 1;
    }","For a five-character word, which two character positions are compared first by `if (word[a] != word[b])`?","It compares `word[0]` and `word[4]`, because `a` starts at 0 and `b` starts at `length - 1`.",Apply,What change could make the length-calculation part of IsPalindrome more concise using the available <string.h> library?,"Replace the loop that increments length with `int length = strlen(word);`, which uses the standard library function to obtain the string length.",Create,What is the purpose of the condition `while (a < b)` in `IsPalindrome`?,It ensures the function compares only pairs of characters from opposite ends of the word until the indices meet or cross.,Understand
59,3,"int IsPalindrome(char *word)
{
    int left = 0;
    int right = strlen(word) -1;

    while(left < right)
    {
        if(word[left] != word[right])
        {
            return 0;
        }
        left++;
        right--;
    }
    return 1;
}","When IsPalindrome is called with ""noon"", what are the values of left and right immediately after the first successful loop iteration?",left is 1 and right is 2.,Apply,What change should be made to the declaration of the parameter `char *word` to show that `IsPalindrome` does not modify the input string?,Change it to `const char *word`. This prevents the function from accidentally changing the characters in the input string.,Create,What is the purpose of using the condition `left < right` in the `while` loop?,"It ensures the function compares matching characters from opposite ends only until the indices meet or cross, so each pair is checked once.",Understand
60,3,"int IsPalindrome(char *word)
{
    int length= strlen(word);
    for (int i=0; i<length/2; i++){
        if(word[i] != word[length-i-1]){
            return 0;
        }
    }
    return 1;
}","For the string ""abcba"", what value of i causes the loop condition i < length/2 to become false, stopping the loop?","The loop stops when i becomes 2, because length is 5 and integer division makes length/2 equal to 2.",Apply,What change should be made to the declaration `int length = strlen(word);` to avoid storing a `size_t` value in an `int`?,"Declare `length` as `size_t`, because `strlen` returns a `size_t` value.",Create,What is the purpose of using `word[length-i-1]` in the comparison with `word[i]`?,"It accesses the character at the matching position from the end of the string, allowing the function to compare characters from opposite ends.",Understand
61,3,"int IsPalindrome(char *word)
{
    int left = 0;
    int right = strlen(word) - 1;

    while (left < right) 
    {
        if (word[left] != word[right]) 
        {
            return 0;
        }
        left++;
        right--;
    }
    return 1;
}","For the input word ""abcba"", how many times does the expression `word[left] != word[right]` get evaluated before the function returns?","It is evaluated 2 times, comparing the first and last characters, then the second and second-to-last characters.",Apply,What change should be made to the parameter declaration 'char *word' to show that IsPalindrome does not modify the input string?,"Change it to 'const char *word', which prevents the function from modifying the string through word.",Create,What is the purpose of using both `left++` and `right--` after matching characters are compared?,They move the two indexes inward so the function compares the next pair of characters from opposite ends of the word.,Understand
62,3,"int IsPalindrome(char *word)
{
    	int left = 0;
	int right = 0;
	while (word[right] != '\0') {
		right++;
	}
	right--; 
	while (left < right) {
		if (word[left] != word[right]) {
			return 0; 
		}
		left++;
		right--;
	}
	return 1; 
}","If `word` is ""abca"", what are the values of `left` and `right` immediately after the first execution of `left++; right--;`?",`left` is 1 and `right` is 2.,Apply,"To extend the function so that it treats uppercase and lowercase versions of the same letter as equal, what change should be made to the comparison in `if (word[left] != word[right])`?","Compare lowercase-normalized versions of both characters, such as by applying `tolower` to each character before comparing them.",Create,What is the purpose of decrementing `right` with `right--;` after the first `while` loop?,"It changes `right` from the index of the string's null terminator to the index of the last character, so it can be compared with the first character.",Understand
63,3,"int IsPalindrome(char *word)
{
    int len = strlen(word);
	
	for (int i = 0; i <= len/2; i++) {
		if (word[i] != word[len - 1 - i]){
			return 0;
		}
	}
	return 1;
}","For the string ""abc"", what value of i makes the comparison `word[i] != word[len - 1 - i]` first detect that the string is not a palindrome?","When i is 0, it compares `word[0]` ('a') with `word[2]` ('c'), which are different.",Apply,What change should be made to the loop condition `i <= len/2` to avoid comparing the middle character of an odd-length word with itself unnecessarily?,"Change it to `i < len/2`, because only character pairs on opposite sides of the word need to be compared.",Create,What is the purpose of using `word[len - 1 - i]` in the comparison with `word[i]`?,"It accesses the character at the matching position from the end of the string, so each character can be compared with its mirrored character.",Understand
64,3,"int IsPalindrome(char *word)
{
    int left= 0;
    int right = strlen(word) - 1;
}","For the input string ""noon"", what value is assigned to `right` by `int right = strlen(word) - 1;`?","`right` is assigned 3, because `strlen(word)` is 4 and subtracting 1 gives the last valid character index.",Apply,What necessary change should be made after `int right = strlen(word) - 1;` so that `IsPalindrome` can return whether the word is a palindrome?,"Add logic that compares characters from `left` and `right`, moves the indices inward, and returns 1 if all compared characters match or 0 when a mismatch is found.",Create,What is the purpose of initializing `right` to `strlen(word) - 1`?,"It sets `right` to the index of the last character in the string, since string indices start at 0.",Understand
65,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    int palindrome = 1;
        for (int i = 0; i < (length / 2); i++) {
            if (word[i] != word[length -1 -i]) {
                palindrome = 0;
                break;
            }
        }
        if (palindrome == 1) {
            return 1;
        }
        else {
            return 0;
    }
    
}",What change should be made to the two `if (palindrome == 1)` return branches after the loop to make the function more concise without changing its behavior?,"Replace the entire `if`/`else` block with `return palindrome;`, since `palindrome` already stores either 1 or 0.",Create,What is the purpose of using `length - 1 - i` as the index in `word[length - 1 - i]`?,It selects the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,"For a word with length 6, how many times can the loop condition `i < (length / 2)` allow the loop body to execute?","The loop body executes 3 times, for i values 0, 1, and 2.",Apply
66,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    int check = 1;
    for (int i = 0; i < length / 2; i++) {
	    if (!(word[i] == word[length - 1 - i])) {
		check = 0;
        }
    }
    return check;
    
}",What change should be made inside the `if` block after `check = 0;` to make `IsPalindrome` more runtime efficient when a mismatched character pair is found?,Add `break;` after `check = 0;` so the loop stops checking additional character pairs once the word is known not to be a palindrome.,Create,What is the purpose of using `length - 1 - i` as an index in `word[length - 1 - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at index `i` from the beginning.,Understand,"If `word` is ""abcba"", what value does the expression `word[length - 1 - i]` refer to when `i` is 1?","It refers to `word[3]`, which is the character 'b'.",Apply
67,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);

    int left = 0;
    int right = length - 1;

    while (left < right) {
        if (word[left] != word[right]) {
            return 0;
        }
        left++;
        right--;
    }
    return 1;
    
}",What necessary change should be made to the function parameter to prevent it from implying that `IsPalindrome` modifies the input string?,"Change `char *word` to `const char *word`, because the function only reads characters from the string.",Create,What is the purpose of using the condition `left < right` in the `while` loop?,"It ensures the function compares matching characters from opposite ends only until the indices meet or cross, so no character pair is checked more than once.",Understand,"For the input word ""abcba"", what values do left and right have immediately after the first execution of left++ and right-- in the while loop?",left is 1 and right is 3.,Apply
68,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    int check = 1;
    int i = 0;
    while (i <= length/2) {
        if (word[i] != word[length - 1 - i]){
            check = 0;
            break;
        }
        i++;
    }
    return check;
}",What change should be made to the while-loop condition to avoid comparing the middle character of an odd-length word with itself?,"Change `i <= length/2` to `i < length/2`, because comparisons are only needed for pairs of characters on opposite sides of the word.",Create,What is the purpose of using `length - 1 - i` as an index in `word[length - 1 - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at index `i` from the beginning.,Understand,"For the input word ""abc"", what value does `check` have immediately after the `if (word[i] != word[length - 1 - i])` condition is first evaluated?","`check` becomes 0 because `word[0]` is 'a' and `word[2]` is 'c', so the characters do not match.",Apply
69,4,"int IsPalindrome(char *word) { 
	int length = strlen(word);
	for (int i = 0; i < length/2; i++) {
		if (word[i]!=word[length-1-i]) {
			return 0;
		}
	}
	return 1;
}",What change should be made to the parameter declaration `char *word` to show that `IsPalindrome` does not modify the input string?,Change it to `const char *word`. This prevents the function from accidentally changing the characters in the input string.,Create,What is the purpose of using `length - 1 - i` as the second index in `word[length - 1 - i]`?,"It selects the character the same distance from the end of the string as `word[i]` is from the beginning, so matching pairs can be compared.",Understand,"If `IsPalindrome` is called with the string ""abca"", which two characters are compared when `i` is 1 in `word[i] != word[length-1-i]`?","It compares `word[1]`, which is 'b', with `word[2]`, which is 'c'.",Apply
70,4,"#define CRT_SECURE_NO_WARNINGS
#include <string.h>

int IsPalindrome(char* word) {

	int i;
	int length = strlen(word);

for (i = 0; i < length / 2; i++) {
	if (word[i] != word[length - 1 - i]) {
		return 0;
	}
}
return 1;

}",What small change to the parameter declaration `char* word` would better communicate that `IsPalindrome` does not modify the input string?,Change it to `const char* word`. This indicates that the function only reads the characters in the string.,Create,What is the purpose of using `length - 1 - i` as the second index in `word[length - 1 - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at index `i` from the beginning.,Understand,"For a seven-character word with no mismatched pairs, how many times does the loop compare `word[i]` with `word[length - 1 - i]`?","It performs 3 comparisons, because integer division makes `length / 2` equal to 3.",Apply
71,4,"int IsPalindrome(char *word)
{
    int i = 0;
    int j = strlen(word) - 1;
    while (i < j) {
        if (word[i] != word[j]) return 0;
        i++;
        j--;
    }
    return 1;
}","To extend `IsPalindrome` so it treats uppercase and lowercase versions of a letter as equal, how should the comparison `word[i] != word[j]` be changed?",Compare `tolower(word[i])` with `tolower(word[j])` so both characters are converted to the same case before comparison.,Create,What is the purpose of initializing `j` to `strlen(word) - 1`?,"It makes `j` refer to the last character in the string, so it can be compared with characters from the beginning.",Understand,"For the input string ""abcba"", what values do i and j have immediately after the second execution of both `i++;` and `j--;` inside the `while` loop?",i is 2 and j is 2.,Apply
72,4,"int IsPalindrome(char *word)
{
 int length = strlen(word);
 int left =0;
 int right = length -1;
 while (left<right){
     if (word[left]==word[right]){
         left++;
         right--;
     } else {
         return 0;
     }
     }
     return 1;
 }",What change should be made to the parameter declaration `char *word` to make it clear that `IsPalindrome` does not modify the input string?,"Change it to `const char *word`, because the function only reads characters from the string.",Create,What is the purpose of initializing `right` to `length - 1` in `IsPalindrome`?,"It makes `right` refer to the last character of the string, since string indices start at 0.",Understand,"When `IsPalindrome` is called with `word` equal to ""abca"", what are the values of `left` and `right` when `word[left] == word[right]` is evaluated for the second time?",`left` is 1 and `right` is 2.,Apply
73,4,"int IsPalindrome(char *word)
{
int len = strlen(word);
    for (int i = 0; i < len / 2; i++) {
	if (word[i] != word[len - i - 1]){
	return false;
	}
	}
	return true;
	
}",What change should be made to the function's return type so it consistently matches its use of `true` and `false`?,"Change the return type from `int` to `bool` and include `<stdbool.h>`, because `true` and `false` are Boolean values.",Create,What is the purpose of using `word[len - i - 1]` in the comparison with `word[i]`?,"It accesses the character at the matching position from the end of the string, so each character from the front can be compared with its counterpart from the back.",Understand,"For a word with length 5, when i is 1, which index does the expression 'len - i - 1' access in 'word[len - i - 1]'?",It accesses index 3.,Apply
74,4,"int IsPalindrome(char *word)
{
    int length;
    int i;
    length = strlen(word);
    
    for(i = 0; i < length; i++)
    {
        if(word[i] != word[length - 1 - i])
        {
            return 0;
        }
    }
    return 1;
}",What change to the loop condition would make this function more runtime efficient while still checking all necessary character pairs?,"Change `i < length` to `i < length / 2`, because after the midpoint the code repeats comparisons it has already checked.",Create,What is the purpose of using `length - 1 - i` as an index in `word[length - 1 - i]`?,It selects the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,"For a word with length 5, what index does the expression `length - 1 - i` refer to when `i` is 2?","It refers to index 2, because `5 - 1 - 2` equals 2.",Apply
75,4,"int IsPalindrome(char *word)
{
    int left = 0;
    int right = strlen(word)-1;
    
    while(left < right){
        if(word[left] != word[right]){
            return 0;
        }
        left++;
        right--;
    }
    return 1;
}",What change should be made to the declaration of `right` to avoid storing the unsigned result of `strlen(word)-1` in an `int`?,Declare `right` as `size_t right = strlen(word) - 1;` so its type matches the value returned by `strlen`.,Create,What is the purpose of using `strlen(word)-1` to initialize `right`?,"It sets `right` to the index of the last character in the string, because string indices begin at 0.",Understand,"If `word` is ""abca"", which two indices are compared when `if(word[left] != word[right])` first evaluates to true?","The comparison is between indices 1 and 2, which contain 'b' and 'c'.",Apply
76,4,"void ReverseString(char *str)
{
    int l = strlen(str);
    char newstr[l+1];
    int m = 0;
    for (int i = l-1; i >= 0; i--) {
        newstr[m] = str[i];
        m++;
    }
    newstr[m] = '\0';
    strcpy(str, newstr);
}

int IsPalindrome(char *word)
{
    char wordrev[100];
    strcpy(wordrev, word);
    ReverseString(wordrev);
    if (strcmp(word, wordrev) == 0) {
        return 1;
    } else {
        return 0;
    }
}",What necessary change should be made to the declaration `char wordrev[100];` so `IsPalindrome` can safely handle input strings of any permitted length?,"Allocate `wordrev` based on the input string length, such as `char wordrev[strlen(word) + 1];`, so it has enough space for every character and the null terminator.",Create,What is the purpose of copying `word` into `wordrev` before calling `ReverseString(wordrev)`?,It preserves the original input string in `word` while creating a reversed version in `wordrev` for comparison.,Understand,"If `str` has length 4, how many times does the body of the `for (int i = l-1; i >= 0; i--)` loop execute?","The loop body executes 4 times, once for each index from 3 down to 0.",Apply
77,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    for (int i = 0; i < length / 2; i++)
    {
        if (word[i] != word[length - i - 1])
        {
            return 0;
        }
    }
    return 1;
}",What change should be made to the function declaration to prevent the function from modifying the input string?,"Change the parameter type from `char *word` to `const char *word`, because the function only reads characters from the string.",Create,What is the purpose of using `word[length - i - 1]` in the comparison with `word[i]`?,"It accesses the character the same distance from the end of the string as `word[i]` is from the beginning, so matching opposite characters can be compared.",Understand,"For a word with length 7, what is the largest value of `i` used by the loop condition `i < length / 2`?","The largest value of `i` is 2, because integer division makes `7 / 2` equal to 3, so the loop runs while `i` is less than 3.",Apply
