ANON_ID,group_index,original_code,q1,a1,q1_level,q2,a2,q2_level,q3,a3,q3_level
38,2,"int IsPalindrome(char *word) {
    int length = strlen(word);

    for (int i = 0; i < length; i++) {
        if (word[i] != word[(length-1) - i]) {
            return 0;
        }
    }

    return 1;
}","For a word with length 5, what index does the expression '(length - 1) - i' refer to when i is 2?","It refers to index 2, because (5 - 1) - 2 equals 2.",Apply,What is the purpose of using `(length - 1) - i` as the second index in `word[i] != word[(length-1) - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,What change should be made to the loop condition to avoid comparing character pairs more than once?,"Change it so the loop continues only while i is less than half of length, because each comparison checks both matching positions at once.",Create
39,2,"int IsPalindrome(char *word)
{
    int len = strlen(word);
    
    for (int i = 0; i<len/2; i++){

        if(word[i] != word[len-1-i]){

            return 0;
        }

    }
    return 1;
}","For a word whose length is 7, when i is 2, which two character indices does the condition 'word[i] != word[len-1-i]' compare?",It compares indices 2 and 4.,Apply,What is the purpose of using `len - 1 - i` as the second index in `word[i] != word[len - 1 - i]`?,"It selects the character the same distance from the end of the string as `word[i]` is from the beginning, so the function can compare matching positions from opposite ends.",Understand,What change should be made to the loop condition if IsPalindrome must also correctly handle an empty string as a palindrome?,"No change is needed: when len is 0, the condition i < len/2 is false immediately, so the function returns 1.",Create
40,2,"int IsPalindrome(char* word)
{
	char temp[100];
	int len = strlen(word);
	for (int i = 0; i < len; i++) {
		temp[i] = word[len - 1 - i];
	}
	temp[len] = '\0';
	return (strcmp(temp, word) == 0);

}","For the expression `word[len - 1 - i]` in the loop, which character of `word` is copied into `temp[0]` when `i` is 0?","It copies the last character of `word`, because its index is `len - 1`.",Apply,What is the purpose of using `word[len - 1 - i]` as the index when assigning a character to `temp[i]`?,"It accesses characters from the end of `word` toward the beginning, so `temp` becomes a reversed copy of `word`.",Understand,What change should be made to prevent a buffer overflow when `word` contains 100 or more characters?,"The function should avoid the fixed-size `temp[100]` array, such as by comparing characters from the beginning and end of `word` directly without creating `temp`.",Create
41,2,"#include <stdio.h>
#include <string.h>

int IsPalindrome(char *word) {
    int L = strlen(word);
    
    for  (int i = 0; i<L/2; i++) {
        if (word[i] != word[L -1 -i]) {
            return 0;
        }
    }
    
    return 1;
}","If `word` has length 5 and all compared character pairs match, how many times does the loop condition `i < L/2` allow the loop body to execute?","The loop body executes 2 times, because integer division makes `L/2` equal to 2.",Apply,What is the purpose of using `word[L - 1 - i]` in the comparison inside the loop?,"It accesses the character the same distance from the end of the string as `word[i]` is from the beginning, so matching pairs can be checked.",Understand,What change should be made to the parameter type 'char *word' so the function can safely accept string literals without modifying them?,"Change it to 'const char *word', because the function only reads characters from the string.",Create
42,2,"int IsPalindrome(char *word)
{
    size_t finalnum = strlen(word);
    int end = finalnum;
    for (int i = 0; i < finalnum; i++) {
        if (word[i] != word[end-1-i]) {
            return 0;
        }
    }
    return 1;
}","For the expression `word[end-1-i]`, what index does it select when `i` is 0?","It selects index `end - 1`, which is the last character of the string.",Apply,What is the purpose of using `end-1-i` as the second index in `word[end-1-i]`?,"It selects the character the same distance from the end of the string as `word[i]` is from the beginning, so the function can compare matching positions from opposite ends.",Understand,What change should be made to the loop condition so the function stops after checking each mirrored character pair once?,"Change `i < finalnum` to `i < finalnum / 2`, because checking beyond the middle repeats comparisons that were already made.",Create
43,2,"int IsPalindrome(char *word)
{
   

   for (int i = 0; i<strlen(word); i++){
    if (word[i] != word[strlen(word)-1-i]){
        return 0;
    }
   }
   return 1;

}","In the comparison `word[i] != word[strlen(word)-1-i]`, if the word has length 7 and `i` is 2, what index is used for the second character?","The second character is at index 4, because `7 - 1 - 2` equals 4.",Apply,What is the purpose of using `strlen(word) - 1 - i` as the second index in the `if` condition?,"It accesses the character the same distance from the end of the string as `word[i]` is from the beginning, so the function can compare matching positions from opposite ends.",Understand,What change should be made to the loop condition so the function stops comparing once it has checked each mirrored pair only once?,"Change `i < strlen(word)` to `i < strlen(word) / 2`, because comparisons after the midpoint repeat pairs that were already checked.",Create
44,2,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    for (int i=0; i<length; i++) {
        if (word[i]!= word[length-i-1]) {
            return 0;
        }
    }
    return 1;
}","If `word` is ""abca"", what value of `i` first makes `word[i] != word[length-i-1]` true?","The first such value is `i = 1`, because it compares 'b' with 'c'.",Apply,What is the purpose of using `word[length-i-1]` in the comparison with `word[i]`?,"It accesses the character at the matching position from the end of the string, so each character can be compared with its mirror character.",Understand,What change should be made to the loop condition so IsPalindrome stops after checking each mirrored character pair once?,"Change `i < length` to `i < length / 2`, because comparisons after the midpoint repeat pairs that were already checked.",Create
45,2,"int IsPalindrome(char *word)
{
    int i;
    int length = strlen(word);
    
    for (i = 0; i < length/2; i++) {
        if (word[i] != word[length - 1 - i]) {
            return 0;
        }
    }
    return 1;
}","For a word of length 5, what is the largest value of i used in the comparison `word[i] != word[length - 1 - i]`?","The largest value of i is 1, because the loop continues while i is less than 5/2, which is 2 using integer division.",Apply,What is the purpose of using `length - 1 - i` as the second index in `word[length - 1 - i]`?,It selects the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,"To support words containing uppercase letters, what change should be made to the character comparison in the `if` statement?","Compare lowercase versions of both characters using `tolower`, so letters are considered equal regardless of case.",Create
46,2,"int IsPalindrome(char* word)
{
	int length = strlen(word)-1;

	for (int i = 0; i <= length / 2; i++) {

		if (word[i] != word[length - i]) {

			return 0;
		}
	}

	return 1;

}","For a five-character word, what is the largest value of i for which the loop body can run?","The largest value is 2, because length is 4 and integer division makes length / 2 equal to 2.",Apply,What is the purpose of using `length - i` as the second index in `word[length - i]`?,"It selects the character the same distance from the end of the string as `word[i]` is from the beginning, so matching pairs can be compared.",Understand,What change should be made to the loop condition `i <= length / 2` to remove an unnecessary character comparison while still correctly checking whether the word is a palindrome?,"Change it to `i < length / 2`, because the middle character of an odd-length word does not need to be compared with itself.",Create
47,2,"int IsPalindrome(char *word)
{
   int length;
	for (int i = 0; word[i] != '\0'; i++) {
		length = i;
	   }
	   if (length%2 == 0) {
		   for (int i = 0; i <= length/2; i++) {
			   if (word[i] != word[length - i]) {
				   return 0;
			   }
		   }
		return 1;	   
   }
				   
		else {
			for (int i = 0; i <= (length-1)/2; i++) {
			   if (word[i] != word[length - i]) {
				   return 0;
			   }		
			}
		return 1; 
		    
	}
}","If `word` is ""noon"", what value is stored in `length` immediately after the first `for` loop finishes?","`length` is 3, because it is assigned the index of the last character before the null terminator.",Apply,What is the purpose of checking `word[i] != word[length - i]` inside the loops?,It compares a character from the beginning of the word with the corresponding character from the end to determine whether the word reads the same in both directions.,Understand,What change can remove the separate even- and odd-length branches without changing the palindrome comparison logic?,"Replace both branches with one loop that compares matching characters while the index is at most length divided by two, because this condition works for either parity.",Create
48,2,"int IsPalindrome(char *word)
{
	int length=(int)strlen(word);
	int i;
	for (i=0;i<(length/2);i++){
		if (word[i]!=word[length-1-i]){
			return 0;
		}
	}
	return 1;
}","For the input word ""radar"", which two character indices are compared when i is 1 in the condition word[i] != word[length-1-i]?","It compares indices 1 and 3, because the length is 5 and 5 - 1 - 1 equals 3.",Apply,What is the purpose of using `length - 1 - i` as the second index in `word[i] != word[length - 1 - i]`?,"It selects the character the same distance from the end of the string as `word[i]` is from the beginning, so matching opposite characters can be compared.",Understand,"To safely handle strings whose length may be larger than an int, what type should replace int for both length and i?","Use size_t for both length and i, because strlen returns a size_t value.",Create
49,3,"int IsPalindrome(char *word) {
    int left = 0;
    int right = strlen(word) - 1;

    while (left < right) {
        if (word[left] != word[right]) {
            return 0;  // not a palindrome
        }
        left++;
        right--;
    }

    return 1;  // is a palindrome
}","For the condition `while (left < right)`, what comparison result causes the loop to stop?","The loop stops when `left` is equal to or greater than `right`, because `left < right` is then false.",Apply,What necessary change should be made to the declaration of `right` so the function can safely handle a string whose length is too large to fit in an `int`?,"Declare `right` as `size_t`, because `strlen()` returns a `size_t` value and assigning it to `int` can overflow for very long strings.",Create,What is the purpose of initializing `right` to `strlen(word) - 1`?,"It makes `right` refer to the last character of the string, because the string length is one greater than the last valid character index.",Understand
50,3,"int IsPalindrome(char *word)
{
    int left = 0;
    int right = strlen(word) - 1;

    while (left < right) {
        if (word[left] != word[right]) {
            return 0;
        }
        left++;
        right--;
    }
    return 1;
}","If `word` is ""abca"", which two characters are compared when the function determines that the word is not a palindrome?","It compares `word[1]` ('b') with `word[2]` ('c'), which are different.",Apply,What change should be made to the parameter type in `int IsPalindrome(char *word)` to show that the function does not modify the input string?,"Change it to `const char *word`, because the function only reads characters from the string.",Create,What is the purpose of using `strlen(word) - 1` when initializing `right`?,"It sets `right` to the index of the last character in the string, since `strlen(word)` gives the number of characters rather than the last valid index.",Understand
51,3,"int IsPalindrome(char* word)
{
	int i = 0;
	int length = strlen(word);
	

	if (word[i] != word[length-1]) {
		return 0;
	}
	else if (word[i+1] != word[length-2]) {
		return 0;
	}
	else {
		return 1;
	}
}","If `word` is ""abca"", which condition in the function causes it to return 0?",The `else if (word[i+1] != word[length-2])` condition causes the return because 'b' is not equal to 'c'.,Apply,What change is needed to replace the two fixed character comparisons so IsPalindrome correctly checks palindromes of any length?,"Use a loop that compares word[i] with word[length - 1 - i] for each i from 0 up to length / 2, returning 0 if any pair differs and 1 otherwise.",Create,What is the purpose of using `length - 1` as an index in `word[length-1]`?,"It accesses the last character of the string, because `strlen` returns the number of characters while string indices start at 0.",Understand
52,3,"#include <stdio.h>
#include <string.h>

int IsPalindrome(char *word)
{
	int start = 0;
	int end = strlen(word) - 1;

	while (start < end) {
		if (word[start] != word[end]) {
			return 0;
		}
		start++;
		end--;
	}
	return 1;
}","For the input string ""abc"", what value does IsPalindrome return when it reaches the first execution of the if statement?","It returns 0 because word[start] is 'a' and word[end] is 'c', so the characters are different.",Apply,"To support an empty string as a palindrome, what check should be added before calculating `end = strlen(word) - 1`?","Add a check that returns 1 when `word[0]` is the null terminator, before subtracting 1 from the string length.",Create,What is the purpose of decrementing `end` with `end--` each time through the `while` loop?,It moves `end` one position toward the beginning of the string so the next comparison checks the next character from the right.,Understand
53,3,"#include <stdbool.h>

int IsPalindrome(char *word)
{
    int stringLength = strlen(word);
    bool flag = true;
    int i = 0;
    while (flag && i < stringLength / 2) {
        if (word[i] != word[stringLength - 1 - i]) {
            flag = false;
        }
        i++;
    }
    
    if (flag) {
        return 1;
    }
    else {
        return 0;
    }
}","If `word` is ""abca"", what is the value of `flag` immediately after the `if (word[i] != word[stringLength - 1 - i])` statement is evaluated when `i` is 1?","`flag` is `false` because `word[1]` is 'b' and `word[2]` is 'c', so the characters do not match.",Apply,Which lines at the end of the function could be simplified to remove unnecessary logic while still returning the same result?,The entire if/else block can be replaced with `return flag;` because a bool value can be returned as 1 for true or 0 for false.,Create,What is the purpose of using `stringLength - 1 - i` as an index in `word[stringLength - 1 - i]`?,"It accesses the character the same distance from the end of the string as `word[i]` is from the beginning, so the two corresponding characters can be compared.",Understand
54,3,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    for (int i = 0; i < length; i++) {
        if (word[i] != word[length - 1 - i]) {
            return 0;
        }
    }
    return 1;
}","If `word` is ""noon"", which two characters are compared by `word[i] != word[length - 1 - i]` when `i` is 1?","It compares `word[1]` and `word[2]`, which are both `'o'`.",Apply,What should the loop condition `i < length` be changed to so the function avoids comparing each character pair twice?,"Change it to `i < length / 2`, because checking the first half of the character pairs is sufficient.",Create,What is the purpose of using `length - 1 - i` as an index in the comparison `word[i] != word[length - 1 - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand
55,3,"int IsPalindrome(char* word)
{
	int len = strlen(word);
	for (int i = 0; i < len/2; i++) {
		if (word[i] != word[len-i-1]) {
			return(0);
		}
	}
	return(1);
}","In the expression 'word[len-i-1]', what index is accessed when len is 7 and i is 2?",It accesses index 4.,Apply,"To support palindrome checks for words containing uppercase letters as well as lowercase letters, what change should be made to the character comparison in the if statement?","Convert both characters being compared to the same case, such as lowercase, before comparing them.",Create,What is the purpose of using `word[len-i-1]` in the comparison inside the `if` statement?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand
56,3,"int IsPalindrome(char* word) {
	int count;
	count = 2;
	if (word[strlen(word)-1] != word[0]) {
		return 0; // check if last letter = first letter
	}
	for (int i = 1; i < strlen(word); i++) {
		if (word[i] != word[strlen(word) - count]) {
			return 0;
		}
		count++;
	}
	return 1;

}","For the input ""noon"", during the first iteration of the for loop when i is 1, what index does strlen(word) - count evaluate to?","It evaluates to index 2, because strlen(word) is 4 and count is 2.",Apply,"Which part of the function should be removed because the loop already performs the same character comparison, and why?","The initial if statement comparing word[strlen(word)-1] with word[0] should be removed, because the loop compares the first and last characters when i is 1.",Create,What is the purpose of using `strlen(word) - count` as an index in the comparison inside the `for` loop?,"It accesses characters from the end of `word` moving backward, so each character near the beginning can be compared with its matching character near the end.",Understand
57,3,"int IsPalindrome(char *word)
{
    int strlength = strlen(word);
    for(int i=0; i<=strlength;i++){
        if (word[i] != word[strlength-i-1]){
            return 0;
        }
    }
    return 1;
}","For a word with length `strlength`, what is the largest valid index of `word`, and why does `word[strlength]` not represent a character in the word?","The largest valid character index is `strlength - 1`. `word[strlength]` is the null terminator (`'\0'`), which marks the end of the string rather than being part of the word.",Apply,What change should be made to the loop condition `i <= strlength` to prevent the code from accessing an invalid index?,"Change it to `i < strlength`, because `word[strlength]` is the string's null terminator and `word[strlength-i-1]` becomes an invalid negative index when `i` equals `strlength`.",Create,What is the purpose of using `strlength - i - 1` as the second index in `word[strlength - i - 1]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at index `i` from the beginning.,Understand
58,3,"int IsPalindrome(char *word)
{
    int length = 0;
    while (word[length] != '\0')
        length++;

    int a = 0; // start of char array
    int b = length - 1; // length of char array

    while (a < b) {
        if (word[a] != word[b]) 
            return 0;
        a++;
        b--;
        }
            return 1;
    }","For the input word ""abcba"", what value does the condition `a < b` have after the statement `b--;` executes for the second time?","It is false, because `a` and `b` are both 2 after the second update.",Apply,Which line could replace the loop that calculates `length` to remove unnecessary code using the available `<string.h>` function?,"Replace the loop with `int length = strlen(word);`, which directly obtains the string length.",Create,What is the purpose of the condition `while (a < b)` in `IsPalindrome`?,"It ensures the function compares matching characters from opposite ends only until the two indexes meet or cross, so no pair is checked twice.",Understand
59,3,"int IsPalindrome(char *word)
{
    int left = 0;
    int right = strlen(word) -1;

    while(left < right)
    {
        if(word[left] != word[right])
        {
            return 0;
        }
        left++;
        right--;
    }
    return 1;
}","For the input string ""abca"", what value does the condition `word[left] != word[right]` compare when `left` is 1 and `right` is 2?","It compares 'b' and 'c', so the condition is true.",Apply,What change should be made to the declaration of `right` so the function can safely handle strings whose length exceeds the range of an `int`?,"Declare `right` as `size_t` to match the unsigned type returned by `strlen`, such as `size_t right = strlen(word) - 1;`.",Create,What is the purpose of the condition 'left < right' in the while loop?,"It ensures the function compares matching characters from opposite ends only until the indices meet or cross, because no further comparisons are needed.",Understand
60,3,"int IsPalindrome(char *word)
{
    int length= strlen(word);
    for (int i=0; i<length/2; i++){
        if(word[i] != word[length-i-1]){
            return 0;
        }
    }
    return 1;
}","For a word with length 7, how many character-pair comparisons can the loop perform before it finishes?","It can perform 3 comparisons, because integer division makes length/2 equal to 3.",Apply,What change should be made to the loop condition `i < length/2` so the function also treats a single-character string as a palindrome?,"No change is needed: for a single-character string, `length/2` is 0, so the loop performs no comparisons and the function returns 1.",Create,What is the purpose of using `word[length-i-1]` in the comparison with `word[i]`?,"It accesses the character at the matching position from the end of the string, so each character can be compared with its counterpart from the opposite side.",Understand
61,3,"int IsPalindrome(char *word)
{
    int left = 0;
    int right = strlen(word) - 1;

    while (left < right) 
    {
        if (word[left] != word[right]) 
        {
            return 0;
        }
        left++;
        right--;
    }
    return 1;
}","If `word` points to ""radar"", how many times does the body of `while (left < right)` execute before the loop stops?","The loop body executes 2 times, comparing the first and last characters, then the second and second-to-last characters.",Apply,What specific change should be made to the function so it treats an empty string as a palindrome without causing an invalid value for `right`?,"Set `right` only after checking whether the string is empty, or return 1 immediately when `word[0] == '\0'`, so `strlen(word) - 1` is not evaluated as an unsigned underflow.",Create,"What is the purpose of using two indices, `left` and `right`, in the `while (left < right)` loop?","They compare matching characters from the beginning and end of the word, moving toward the middle to check whether the word is a palindrome.",Understand
62,3,"int IsPalindrome(char *word)
{
    	int left = 0;
	int right = 0;
	while (word[right] != '\0') {
		right++;
	}
	right--; 
	while (left < right) {
		if (word[left] != word[right]) {
			return 0; 
		}
		left++;
		right--;
	}
	return 1; 
}","If `word` points to the string ""cat"", what value does `right` have immediately after the statement `right--;`?","`right` has the value 2, which is the index of the last character, `t`.",Apply,"What unnecessary part of the code could be replaced with a simpler expression to set `right` to the last character index, and what should replace it?",The first `while (word[right] != '\0')` loop and the following `right--` can be replaced with `right = strlen(word) - 1;`.,Create,What is the purpose of the statement `right--;` after the first `while` loop?,It changes `right` from the index of the string's null terminator to the index of the last character in the word.,Understand
63,3,"int IsPalindrome(char *word)
{
    int len = strlen(word);
	
	for (int i = 0; i <= len/2; i++) {
		if (word[i] != word[len - 1 - i]){
			return 0;
		}
	}
	return 1;
}","For a word with an even number of characters, what is the last value of `i` for which the loop condition `i <= len/2` allows a comparison?","The last value is `len/2`, so the loop compares the middle-right character with the middle-left character again.",Apply,What change to the loop condition removes the unnecessary comparison of a character with itself in the middle of an odd-length word?,"Change `i <= len/2` to `i < len/2`, because the middle character does not need to be compared with itself.",Create,What is the purpose of using `word[len - 1 - i]` in the character comparison?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand
64,3,"int IsPalindrome(char *word)
{
    int left= 0;
    int right = strlen(word) - 1;
}","For the input word ""noon"", what value is assigned to `right` by `int right = strlen(word) - 1;`?","The value assigned to `right` is 3, the index of the last character in the string.",Apply,What necessary change should be made to the IsPalindrome function so it fulfills its required return behavior after determining whether the characters match?,It must return 1 if the word is a palindrome and return 0 otherwise; the current function has no return statement.,Create,What is the purpose of subtracting 1 in `strlen(word) - 1` when initializing `right`?,"It makes `right` the index of the last character in the string, because string indices start at 0.",Understand
65,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    int palindrome = 1;
        for (int i = 0; i < (length / 2); i++) {
            if (word[i] != word[length -1 -i]) {
                palindrome = 0;
                break;
            }
        }
        if (palindrome == 1) {
            return 1;
        }
        else {
            return 0;
    }
    
}",Which return logic at the end of `IsPalindrome` could be simplified without changing the function's behavior?,"The `if (palindrome == 1) ... else ...` block can be replaced with `return palindrome;`, because `palindrome` is already either 1 or 0.",Create,What is the purpose of using `length - 1 - i` as an index in `word[length - 1 - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,"If `word` has length 7, how many character pairs does the loop compare before it finishes if no mismatch is found?","It compares 3 character pairs, because `length / 2` is 3 using integer division.",Apply
66,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    int check = 1;
    for (int i = 0; i < length / 2; i++) {
	    if (!(word[i] == word[length - 1 - i])) {
		check = 0;
        }
    }
    return check;
    
}","Which line inside the `if` statement could be removed to make the function more runtime efficient without changing its result, and why?","No line inside the `if` statement can be removed without changing the result; however, adding `break;` after `check = 0;` would make it more efficient because no further character comparisons are needed after a mismatch is found.",Create,What is the purpose of using `length - 1 - i` as an index in `word[length - 1 - i]`?,"It accesses the character the same distance from the end of the string as `word[i]` is from the beginning, so the two characters can be compared.",Understand,"For a word with length 6, what index does the expression `length - 1 - i` produce when `i` is 2?","It produces index 3, so `word[2]` is compared with `word[3]`.",Apply
67,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);

    int left = 0;
    int right = length - 1;

    while (left < right) {
        if (word[left] != word[right]) {
            return 0;
        }
        left++;
        right--;
    }
    return 1;
    
}",What change should be made to the comparison inside the `if` statement so that `IsPalindrome` treats uppercase and lowercase versions of the same letter as equal?,"Convert both `word[left]` and `word[right]` to the same case, such as by comparing `tolower(word[left])` with `tolower(word[right])`.",Create,What is the purpose of the condition `left < right` in the `while` loop?,"It ensures the function compares character pairs only until the two indexes meet or cross, so no unnecessary comparisons are made.",Understand,"For the input ""abca"", which two characters are compared when `word[left] != word[right]` first becomes true?",The characters `word[1]` (`'b'`) and `word[2]` (`'c'`) are compared.,Apply
68,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    int check = 1;
    int i = 0;
    while (i <= length/2) {
        if (word[i] != word[length - 1 - i]){
            check = 0;
            break;
        }
        i++;
    }
    return check;
}",Which unnecessary change could you make to the loop condition 'i <= length/2' to avoid comparing the middle character of an odd-length word with itself without changing whether the function correctly detects palindromes?,Change it to 'i < length/2'. The middle character does not need to be compared with itself.,Create,What is the purpose of using `length - 1 - i` as the second index in `word[length - 1 - i]`?,"It selects the character the same distance from the end of the string as `word[i]` is from the beginning, allowing corresponding characters to be compared.",Understand,"If `length` is 5 and `i` is 2, which two indices are compared in `word[i] != word[length - 1 - i]`?",The expression compares `word[2]` with `word[2]`.,Apply
69,4,"int IsPalindrome(char *word) { 
	int length = strlen(word);
	for (int i = 0; i < length/2; i++) {
		if (word[i]!=word[length-1-i]) {
			return 0;
		}
	}
	return 1;
}","If IsPalindrome must also treat uppercase and lowercase letters as equal, what change is needed to the character comparison inside the if statement?",Convert both characters being compared to the same case before checking whether they are equal.,Create,What is the purpose of using `length - 1 - i` as an index in `word[length - 1 - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,"If `length` is 7 and `i` is 2, what index does `word[length-1-i]` refer to in the comparison?",It refers to index 4.,Apply
70,4,"#define CRT_SECURE_NO_WARNINGS
#include <string.h>

int IsPalindrome(char* word) {

	int i;
	int length = strlen(word);

for (i = 0; i < length / 2; i++) {
	if (word[i] != word[length - 1 - i]) {
		return 0;
	}
}
return 1;

}",What necessary change should be made to the parameter declaration `char* word` to indicate that `IsPalindrome` does not modify the input string?,"Change it to `const char* word`, because the function only reads characters from the string.",Create,What is the purpose of using `length - 1 - i` as an index in `word[length - 1 - i]`?,"It selects the character the same distance from the end of the string as `word[i]` is from the beginning, allowing the function to compare matching opposite positions.",Understand,"For a word with 7 characters, how many character-pair comparisons can the loop perform before it finishes?","The loop can perform 3 comparisons, because i runs from 0 through 2 while i is less than 7 / 2.",Apply
71,4,"int IsPalindrome(char *word)
{
    int i = 0;
    int j = strlen(word) - 1;
    while (i < j) {
        if (word[i] != word[j]) return 0;
        i++;
        j--;
    }
    return 1;
}","To support words containing uppercase letters, what change should be made to the comparison `word[i] != word[j]`?","Compare case-normalized versions of both characters, such as their lowercase forms, so letters that differ only in case are treated as equal.",Create,What is the purpose of the condition `while (i < j)` in `IsPalindrome`?,"It ensures the function compares matching characters from opposite ends only until the indices meet or cross, since no further comparisons are needed.",Understand,"For the input string ""abcba"", how many times does the loop body execute before the condition `i < j` becomes false?",The loop body executes 2 times.,Apply
72,4,"int IsPalindrome(char *word)
{
 int length = strlen(word);
 int left =0;
 int right = length -1;
 while (left<right){
     if (word[left]==word[right]){
         left++;
         right--;
     } else {
         return 0;
     }
     }
     return 1;
 }",What unnecessary change could you make to the `if (word[left]==word[right])` block to simplify the loop without changing its behavior?,Remove the `if` block and instead return 0 when `word[left] != word[right]`; then increment `left` and decrement `right` after that check.,Create,What is the purpose of using the condition 'left < right' in the while loop?,"It ensures the function compares matching characters from opposite ends only until the two positions meet or cross, so no character is compared unnecessarily.",Understand,"When `IsPalindrome` is called with the palindrome ""radar"", how many times does the body of `while (left < right)` execute before the loop stops?","The loop body executes 2 times, because `left` and `right` move inward after each matching pair until they meet at the middle character.",Apply
73,4,"int IsPalindrome(char *word)
{
int len = strlen(word);
    for (int i = 0; i < len / 2; i++) {
	if (word[i] != word[len - i - 1]){
	return false;
	}
	}
	return true;
	
}",What necessary change should be made to the function's return type so it correctly matches its use of `true` and `false`?,"Change the return type from `int` to `bool` (with the appropriate Boolean definition included), because the function returns Boolean values.",Create,What is the purpose of using the index expression 'len - i - 1' when accessing word in the comparison?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position i from the beginning.,Understand,"If the input word has length 6 and i is 2, which index does the expression word[len - i - 1] access?",It accesses index 3.,Apply
74,4,"int IsPalindrome(char *word)
{
    int length;
    int i;
    length = strlen(word);
    
    for(i = 0; i < length; i++)
    {
        if(word[i] != word[length - 1 - i])
        {
            return 0;
        }
    }
    return 1;
}",Which change to the for-loop condition would remove unnecessary repeated character comparisons while still correctly checking whether the word is a palindrome?,"Change the condition to ""i < length / 2"" because each comparison checks a matching pair from opposite ends, so checking past the midpoint repeats pairs already checked.",Create,What is the purpose of using `length - 1 - i` as the second index in `word[i] != word[length - 1 - i]`?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,"When `length` is 5 and `i` is 1, which index of `word` is accessed by `word[length - 1 - i]`?",It accesses index 3 of `word`.,Apply
75,4,"int IsPalindrome(char *word)
{
    int left = 0;
    int right = strlen(word)-1;
    
    while(left < right){
        if(word[left] != word[right]){
            return 0;
        }
        left++;
        right--;
    }
    return 1;
}",What change should be made to the declaration of `right` so the function handles strings whose length exceeds the range of `int` safely?,Declare `right` as `size_t right = strlen(word) - 1;` so it uses the same unsigned size type returned by `strlen`.,Create,What is the purpose of the condition `left < right` in the `while` loop?,It ensures the function compares only pairs of characters from opposite ends of the word and stops once the indices meet or cross.,Understand,"If `word` points to ""radar"", how many times does the body of `while(left < right)` execute before the condition becomes false?",The loop body executes 2 times.,Apply
76,4,"void ReverseString(char *str)
{
    int l = strlen(str);
    char newstr[l+1];
    int m = 0;
    for (int i = l-1; i >= 0; i--) {
        newstr[m] = str[i];
        m++;
    }
    newstr[m] = '\0';
    strcpy(str, newstr);
}

int IsPalindrome(char *word)
{
    char wordrev[100];
    strcpy(wordrev, word);
    ReverseString(wordrev);
    if (strcmp(word, wordrev) == 0) {
        return 1;
    } else {
        return 0;
    }
}",What change should be made to the declaration `char wordrev[100];` so that `IsPalindrome` can safely handle input strings longer than 99 characters?,"Allocate `wordrev` based on the input length, such as `char wordrev[strlen(word) + 1];`, so it has enough space for every character and the null terminator.",Create,What is the purpose of copying `word` into `wordrev` before calling `ReverseString(wordrev)`?,It preserves the original string in `word` so the function can compare it with the reversed copy.,Understand,"If `ReverseString` receives a string with length 4, how many times does the body of the `for` loop execute?","The loop body executes 4 times, once for each value of `i` from 3 down to 0.",Apply
77,4,"int IsPalindrome(char *word)
{
    int length = strlen(word);
    for (int i = 0; i < length / 2; i++)
    {
        if (word[i] != word[length - i - 1])
        {
            return 0;
        }
    }
    return 1;
}",How should the function be modified so that it treats uppercase and lowercase versions of the same letter as equal when checking for a palindrome?,"Convert both characters being compared to the same case, such as with tolower(), before comparing them in the if condition.",Create,What is the purpose of using `word[length - i - 1]` in the comparison inside the loop?,It accesses the character at the matching position from the end of the string so it can be compared with the character at position `i` from the beginning.,Understand,"For a word with length 7, when i is 2, which character index is compared with word[2] in the if condition?","word[2] is compared with word[4], because length - i - 1 is 7 - 2 - 1 = 4.",Apply
78,4,"int IsPalindrome(char *word)
{
    int i = 0;
    int j = strlen(word) - 1;
    
    while (i < j) 
    {
        if (word[i] != word[j]) 
            return 0;
            
        i++;
        j--;
    }
    return 1;
}",What change should be made to the parameter declaration `char *word` so the function clearly indicates that it does not modify the input string?,"Change it to `const char *word`, because the function only reads characters from the string.",Create,What is the purpose of the condition `while (i < j)` in `IsPalindrome`?,"It ensures the function compares matching characters from opposite ends only until the indices meet or cross, because no further comparisons are needed after the middle of the word.",Understand,"For the input string ""abca"", what value does IsPalindrome return?",It returns 0 because the comparison of 'b' and 'c' finds different characters.,Apply
